Problem-Solving Score,Coding Experience (Years),Work_Experience,Project Experience,Technical_Skills,Soft_Skills,Academic Background,Interests,Personality Type,Certifications,Work Preference,Preferred Tech Stack,Recommended Career
95.0,4.550741902281617,3.3504373541038963,6.103176444150475,"Python, TensorFlow, PyTorch","Critical Thinking, Creativity",Physics,"Python, TensorFlow, PyTorch",ENTJ,CompTIA Security+,Hybrid,"Python, TensorFlow, PyTorch",AI Engineer
86.06726509639905,3.883070035648589,2.1697272965118772,5.711695160195314,"Python, TensorFlow, PyTorch","Creativity, Leadership",Physics,"Python, TensorFlow, PyTorch",INTJ,AWS Certified,On-Site,"Python, TensorFlow, PyTorch",Data Scientist
91.64354717609959,6.370358866525926,1.5904808267849675,4.1059787721440895,"Python, Computer Vision","Critical Thinking, Problem Solving",Electronics Engineering,"Python, Computer Vision",INTJ,Microsoft Certified,Hybrid,"Python, Computer Vision",AI Engineer
74.21902022555778,6.542172759396877,3.0621886161282323,7.196694716458369,"Docker, Kubernetes","Problem Solving, Adaptability, Creativity",Data Science,"Docker, Kubernetes",ISTP,Microsoft Certified,Remote,"Docker, Kubernetes",DevOps Engineer
73.83553557136388,2.1523184315448005,0.4400380003541914,6.063704005028336,"Linux, Kubernetes, Docker, AWS","Adaptability, Problem Solving, Communication",Physics,"Linux, Kubernetes, Docker, AWS",INTJ,,On-Site,"Linux, Kubernetes, Docker, AWS",DevOps Engineer
85.7461439515255,2.5085053120728573,0.8428754923706657,8.053873042909633,"C++, Java","Adaptability, Creativity, Teamwork",Computer Science,"C++, Java",INTJ,Microsoft Certified,Remote,"C++, Java",Software Engineer
91.28696734488695,4.828907774204982,4.486754148305007,5.098580143802512,"Computer Vision, TensorFlow, PyTorch","Leadership, Teamwork, Critical Thinking",Mathematics,"Computer Vision, TensorFlow, PyTorch",INTP,Google Certified,On-Site,"Computer Vision, TensorFlow, PyTorch",AI Engineer
93.49747226335673,3.1538593762017646,0.9324528481811715,8.576543342504301,"Python, Cryptography","Communication, Creativity",Computer Science,"Python, Cryptography",INTJ,Cisco Certified,On-Site,"Python, Cryptography",Cybersecurity Expert
90.39001686353738,7.940653076521195,2.476526401100919,6.059746774139233,"Ethical Hacking, Network Security, Python, Cryptography","Critical Thinking, Problem Solving, Time Management",Mathematics,"Ethical Hacking, Network Security, Python, Cryptography",INTJ,Cisco Certified,On-Site,"Ethical Hacking, Network Security, Python, Cryptography",Cybersecurity Expert
87.92604724816951,3.2332930790270327,1.522752524694048,7.295309061096092,"PyTorch, Python, TensorFlow","Critical Thinking, Teamwork",Mathematics,"PyTorch, Python, TensorFlow",ENTP,AWS Certified,Remote,"PyTorch, Python, TensorFlow",AI Engineer
75.0,4.467184933295275,1.7976231786055972,10.961281994066525,"Python, Network Security, Ethical Hacking, Cryptography","Problem Solving, Time Management",Information Technology,"Python, Network Security, Ethical Hacking, Cryptography",ISTJ,AWS Certified,Remote,"Python, Network Security, Ethical Hacking, Cryptography",Cybersecurity Expert
86.7625248417844,5.188729485135832,1.4940704896504633,7.4353762607954215,"Python, Cryptography, Ethical Hacking","Teamwork, Problem Solving",Physics,"Python, Cryptography, Ethical Hacking",ENFJ,Cisco Certified,On-Site,"Python, Cryptography, Ethical Hacking",Cybersecurity Expert
82.1482431679316,1.5292661793895443,1.3350790332407991,7.231430206971652,"SQL, TensorFlow, Python, PyTorch","Adaptability, Leadership",Electronics Engineering,"SQL, TensorFlow, Python, PyTorch",ISTJ,CompTIA Security+,On-Site,"SQL, TensorFlow, Python, PyTorch",Data Scientist
80.37708180134454,6.478489815996862,5.075897294588714,7.597641648795809,"Python, TensorFlow, NLP, Computer Vision","Communication, Creativity",Computer Science,"Python, TensorFlow, NLP, Computer Vision",ENFJ,Microsoft Certified,Remote,"Python, TensorFlow, NLP, Computer Vision",AI Engineer
87.21392762660926,1.2517476348467662,0.06604878672783732,8.920112559466547,"R, TensorFlow, Python, SQL","Time Management, Teamwork",Data Science,"R, TensorFlow, Python, SQL",ISTP,Google Certified,Remote,"R, TensorFlow, Python, SQL",Data Scientist
77.10968925018143,1.5928183931271478,0.7433573868905972,8.267717285957945,"SQL, Python, C++","Leadership, Teamwork, Communication",Electronics Engineering,"SQL, Python, C++",ENFP,Google Certified,Hybrid,"SQL, Python, C++",Software Engineer
84.31664952497144,6.66874711500735,4.560532427727258,6.2525772214938495,"Python, PyTorch, Computer Vision","Problem Solving, Adaptability",Data Science,"Python, PyTorch, Computer Vision",ISTJ,Cisco Certified,On-Site,"Python, PyTorch, Computer Vision",AI Engineer
82.65933991267416,3.157400479564941,2.1513043307612523,11.461648721268743,"Kubernetes, Jenkins","Creativity, Critical Thinking, Adaptability",Data Science,"Kubernetes, Jenkins",ISTJ,,On-Site,"Kubernetes, Jenkins",DevOps Engineer
91.72901633681434,7.443493666138435,1.1632968021543781,4.980798091842479,"Cryptography, Python","Teamwork, Leadership, Time Management",Physics,"Cryptography, Python",ENTJ,Microsoft Certified,Remote,"Cryptography, Python",Cybersecurity Expert
79.99014146317653,3.203780805461542,0.13793046144945934,12.152530227377659,"Python, SQL, JavaScript, Java","Teamwork, Problem Solving",Physics,"Python, SQL, JavaScript, Java",ISTJ,,Hybrid,"Python, SQL, JavaScript, Java",Software Engineer
83.68372584868186,2.247515398413709,1.230450603658056,4.743846052025875,"PyTorch, Python, SQL","Time Management, Creativity",Computer Science,"PyTorch, Python, SQL",INTJ,Google Certified,Remote,"PyTorch, Python, SQL",Data Scientist
76.8524137656828,5.916489914780239,1.5733629962180653,11.912990734142834,"Linux, Kubernetes, AWS, Jenkins","Teamwork, Creativity",Mathematics,"Linux, Kubernetes, AWS, Jenkins",ISTJ,CompTIA Security+,On-Site,"Linux, Kubernetes, AWS, Jenkins",DevOps Engineer
87.89928642647565,5.278751250368746,2.2022602798933697,4.442030408788557,"Network Security, Python","Teamwork, Creativity, Problem Solving",Computer Science,"Network Security, Python",INTJ,,On-Site,"Network Security, Python",Cybersecurity Expert
82.10399921139339,3.4099656652081496,2.8307863489616953,11.534263840110714,"Cryptography, Network Security, Python, Ethical Hacking","Time Management, Problem Solving, Adaptability",Mathematics,"Cryptography, Network Security, Python, Ethical Hacking",ENTJ,AWS Certified,On-Site,"Cryptography, Network Security, Python, Ethical Hacking",Cybersecurity Expert
83.87513350355843,5.2897754545752855,3.867658174130068,11.467560351737031,"R, Python","Communication, Creativity, Problem Solving",Information Technology,"R, Python",INTP,Google Certified,On-Site,"R, Python",Data Scientist
85.32134759473016,2.6598265981198086,1.3649780158814258,4.7500287998851976,"Kubernetes, Jenkins","Problem Solving, Communication",Physics,"Kubernetes, Jenkins",ISTJ,,On-Site,"Kubernetes, Jenkins",DevOps Engineer
87.05513327409363,4.313981371048609,3.75589834572352,9.590869325556383,"Python, R","Adaptability, Creativity, Communication",Physics,"Python, R",ISTJ,Cisco Certified,Remote,"Python, R",Data Scientist
80.05193020498592,3.027769746930022,2.5050451466268537,8.263547685199939,"Cryptography, Python, Network Security, Ethical Hacking","Communication, Critical Thinking",Computer Science,"Cryptography, Python, Network Security, Ethical Hacking",ENFJ,Google Certified,On-Site,"Cryptography, Python, Network Security, Ethical Hacking",Cybersecurity Expert
83.78048389337269,6.034303059750222,4.984724653521321,9.057829178200953,"Ethical Hacking, Cryptography, Python","Critical Thinking, Creativity",Information Technology,"Ethical Hacking, Cryptography, Python",ISTJ,Microsoft Certified,Remote,"Ethical Hacking, Cryptography, Python",Cybersecurity Expert
79.83092764909625,1.8453088921985814,0.6491889066490024,9.616758762136627,"R, Python","Communication, Adaptability",Physics,"R, Python",ENFP,AWS Certified,Hybrid,"R, Python",Data Scientist
87.56238524667734,4.14811431948422,1.1570670276097677,3.033395561944883,"NLP, Python","Leadership, Creativity, Time Management",Physics,"NLP, Python",ISTJ,Microsoft Certified,On-Site,"NLP, Python",AI Engineer
86.41795005761416,1.3050357150269745,0.3756301249039482,2.932714467781699,"Python, R, TensorFlow, SQL","Time Management, Problem Solving",Data Science,"Python, R, TensorFlow, SQL",ISTP,Cisco Certified,Hybrid,"Python, R, TensorFlow, SQL",Data Scientist
95.0,6.611487985479212,1.4959974524112516,9.231188755389727,"Ethical Hacking, Network Security","Problem Solving, Teamwork, Communication",Information Technology,"Ethical Hacking, Network Security",ENTJ,Google Certified,Remote,"Ethical Hacking, Network Security",Cybersecurity Expert
86.83585080116717,3.056872857062947,0.38634722415317607,2.278439075774134,"PyTorch, TensorFlow, SQL","Critical Thinking, Creativity, Leadership",Information Technology,"PyTorch, TensorFlow, SQL",ENFJ,AWS Certified,Hybrid,"PyTorch, TensorFlow, SQL",Data Scientist
78.8270377710788,1.252083868011046,1.11483584447285,7.768812013112084,"Python, SQL","Communication, Problem Solving",Data Science,"Python, SQL",ENTP,CompTIA Security+,Hybrid,"Python, SQL",Data Scientist
88.05638384026638,5.381805339363621,3.657653489822873,9.567397152256692,"TensorFlow, Python, Computer Vision, PyTorch","Leadership, Critical Thinking, Communication",Data Science,"TensorFlow, Python, Computer Vision, PyTorch",ISTJ,,On-Site,"TensorFlow, Python, Computer Vision, PyTorch",AI Engineer
85.76217383437093,7.545525647618696,3.475996016092733,7.490740052223893,"Cryptography, Network Security","Leadership, Time Management",Mathematics,"Cryptography, Network Security",INTJ,Cisco Certified,On-Site,"Cryptography, Network Security",Cybersecurity Expert
87.89798931188018,4.572306638699471,0.3889038760362385,6.390982412340798,"PyTorch, NLP, Computer Vision","Adaptability, Leadership",Mathematics,"PyTorch, NLP, Computer Vision",ENFJ,,On-Site,"PyTorch, NLP, Computer Vision",AI Engineer
90.27028885557954,2.4382491809732665,0.16046547160220673,9.13054565088239,"Computer Vision, NLP, TensorFlow, PyTorch","Critical Thinking, Problem Solving",Electronics Engineering,"Computer Vision, NLP, TensorFlow, PyTorch",ENFP,Google Certified,Remote,"Computer Vision, NLP, TensorFlow, PyTorch",AI Engineer
81.71415622364215,2.5978099887602824,1.4876173238158528,5.310691466787822,"Linux, Docker, Kubernetes, AWS","Adaptability, Leadership, Teamwork",Physics,"Linux, Docker, Kubernetes, AWS",ENTP,CompTIA Security+,Remote,"Linux, Docker, Kubernetes, AWS",DevOps Engineer
83.53240077707527,2.9812285835308283,0.37429262230162996,11.671319527268947,"Linux, Docker, Jenkins, AWS","Leadership, Creativity, Time Management",Data Science,"Linux, Docker, Jenkins, AWS",ENTJ,Microsoft Certified,Hybrid,"Linux, Docker, Jenkins, AWS",DevOps Engineer
77.7029923807815,3.358932580400646,1.3407743510971533,8.387355966642037,"Linux, AWS","Adaptability, Leadership, Communication",Computer Science,"Linux, AWS",ENTP,Microsoft Certified,Hybrid,"Linux, AWS",DevOps Engineer
88.78249463920078,4.151729491721548,3.783633792411081,3.1884070604405994,"Network Security, Ethical Hacking","Leadership, Time Management, Critical Thinking",Data Science,"Network Security, Ethical Hacking",INTP,Google Certified,Hybrid,"Network Security, Ethical Hacking",Cybersecurity Expert
79.90301814086936,5.091801792816208,4.935594541604438,6.911909778453427,"C++, Java, Python","Time Management, Leadership, Critical Thinking",Data Science,"C++, Java, Python",ISTP,Cisco Certified,Remote,"C++, Java, Python",Software Engineer
85.7954606132696,2.5757308919760056,2.2750751012604264,5.318605244170816,"Computer Vision, TensorFlow, Python","Time Management, Creativity, Problem Solving",Computer Science,"Computer Vision, TensorFlow, Python",INTP,AWS Certified,Remote,"Computer Vision, TensorFlow, Python",AI Engineer
95.0,3.9086832371059335,1.5691869262640687,5.380844093662613,"PyTorch, SQL","Time Management, Critical Thinking",Data Science,"PyTorch, SQL",INTP,AWS Certified,Remote,"PyTorch, SQL",Data Scientist
74.78858831118669,2.5823892483666855,0.6566014703596916,5.659211321640834,"Jenkins, Docker, Kubernetes, Linux","Leadership, Communication, Critical Thinking",Physics,"Jenkins, Docker, Kubernetes, Linux",ISTJ,AWS Certified,On-Site,"Jenkins, Docker, Kubernetes, Linux",DevOps Engineer
86.38248071686941,2.0038548737833928,0.631235069979435,9.914097505069755,"SQL, Python, PyTorch","Adaptability, Teamwork",Electronics Engineering,"SQL, Python, PyTorch",ISTP,,Hybrid,"SQL, Python, PyTorch",Data Scientist
65.0,4.58141649598837,2.6601776162992916,11.423435234237036,"AWS, Jenkins","Critical Thinking, Teamwork, Time Management",Electronics Engineering,"AWS, Jenkins",INTJ,Google Certified,Hybrid,"AWS, Jenkins",DevOps Engineer
95.0,3.904759225117375,0.21306478136416476,6.795689117269733,"PyTorch, Python, NLP, Computer Vision","Creativity, Time Management, Critical Thinking",Physics,"PyTorch, Python, NLP, Computer Vision",INTJ,Microsoft Certified,Remote,"PyTorch, Python, NLP, Computer Vision",AI Engineer
80.83969347575072,5.129661542750081,3.239169884144521,9.844054732127972,"Python, R","Leadership, Communication",Computer Science,"Python, R",INTP,CompTIA Security+,Hybrid,"Python, R",Data Scientist
94.50199897397641,4.617006854610041,1.0470107655387189,7.332175813544279,"TensorFlow, Python, Computer Vision, PyTorch","Communication, Critical Thinking",Electronics Engineering,"TensorFlow, Python, Computer Vision, PyTorch",ISTJ,Google Certified,On-Site,"TensorFlow, Python, Computer Vision, PyTorch",AI Engineer
87.7711235197302,1.7266334621025206,0.873152919489205,2.620414169565543,"TensorFlow, R","Teamwork, Problem Solving, Critical Thinking",Computer Science,"TensorFlow, R",ISTJ,Cisco Certified,Remote,"TensorFlow, R",Data Scientist
82.72726140628278,1.8494353660952862,0.23477548832667938,3.2328377929894687,"R, SQL, PyTorch","Teamwork, Creativity",Electronics Engineering,"R, SQL, PyTorch",ENTJ,,Hybrid,"R, SQL, PyTorch",Data Scientist
76.40673361282482,2.0209372181397893,1.3549056974889455,8.776375651212918,"AWS, Kubernetes, Linux, Jenkins","Creativity, Adaptability, Time Management",Data Science,"AWS, Kubernetes, Linux, Jenkins",ISTJ,CompTIA Security+,Remote,"AWS, Kubernetes, Linux, Jenkins",DevOps Engineer
83.1906585320136,2.4544839467318402,1.4424928969289503,3.460738265336813,"SQL, Java, Python, JavaScript","Leadership, Creativity",Information Technology,"SQL, Java, Python, JavaScript",ISTP,,Hybrid,"SQL, Java, Python, JavaScript",Software Engineer
84.86130887985937,3.123286988208833,1.2472302517040923,5.277382954340153,"Python, Computer Vision, NLP, TensorFlow","Adaptability, Leadership, Time Management",Electronics Engineering,"Python, Computer Vision, NLP, TensorFlow",ISTP,AWS Certified,Remote,"Python, Computer Vision, NLP, TensorFlow",AI Engineer
86.5306035050598,3.2982229869286868,2.228811429903676,8.18610289093939,"Python, R, SQL","Critical Thinking, Problem Solving",Computer Science,"Python, R, SQL",INTJ,,On-Site,"Python, R, SQL",Data Scientist
81.42149884861308,5.346095149624333,2.5864544117249393,6.765505800405002,"Jenkins, Docker, Kubernetes","Teamwork, Critical Thinking",Mathematics,"Jenkins, Docker, Kubernetes",ENFJ,Google Certified,Hybrid,"Jenkins, Docker, Kubernetes",DevOps Engineer
85.23385715420423,2.652805011531454,1.9756413238568646,6.124030604678661,"PyTorch, SQL","Problem Solving, Leadership",Computer Science,"PyTorch, SQL",INTP,AWS Certified,Hybrid,"PyTorch, SQL",Data Scientist
84.46423559482231,3.0775703153103295,2.7944802849142762,4.4257826607382516,"Python, TensorFlow, R","Teamwork, Leadership, Adaptability",Computer Science,"Python, TensorFlow, R",ENTP,CompTIA Security+,Remote,"Python, TensorFlow, R",Data Scientist
77.30929957279176,2.1128225585267364,1.8205450062825999,8.194053741491159,"Linux, Jenkins","Critical Thinking, Teamwork",Computer Science,"Linux, Jenkins",INTP,Cisco Certified,On-Site,"Linux, Jenkins",DevOps Engineer
85.24901395451417,2.5320772467551818,1.4056416303427917,7.879916294638328,"R, PyTorch, SQL","Time Management, Problem Solving",Physics,"R, PyTorch, SQL",ISTJ,AWS Certified,On-Site,"R, PyTorch, SQL",Data Scientist
91.68460218782357,6.79193468213982,6.335197036671591,3.1812406405436082,"Network Security, Ethical Hacking, Cryptography, Python","Problem Solving, Time Management",Information Technology,"Network Security, Ethical Hacking, Cryptography, Python",ISTJ,Microsoft Certified,Remote,"Network Security, Ethical Hacking, Cryptography, Python",Cybersecurity Expert
88.41282863530435,7.158266816060405,0.3523364392132789,5.004051087368451,"Java, Python","Problem Solving, Creativity",Physics,"Java, Python",ENFP,AWS Certified,On-Site,"Java, Python",Software Engineer
87.37635736985995,4.1018562606186055,3.2968884468398336,2.837249378453484,"PyTorch, TensorFlow","Adaptability, Creativity",Electronics Engineering,"PyTorch, TensorFlow",INTP,AWS Certified,Remote,"PyTorch, TensorFlow",Data Scientist
85.99348092190702,3.8753028672940735,0.8014819742675698,7.044559416693554,"Python, TensorFlow, PyTorch","Communication, Leadership, Critical Thinking",Data Science,"Python, TensorFlow, PyTorch",ENFP,AWS Certified,On-Site,"Python, TensorFlow, PyTorch",Data Scientist
88.0941282685321,2.0021295046783507,1.316832904164558,10.340391366904928,"SQL, Java, C++","Communication, Creativity",Computer Science,"SQL, Java, C++",ENFJ,CompTIA Security+,Remote,"SQL, Java, C++",Software Engineer
73.78169193316617,5.925418286198785,1.6217778460318237,11.206367658174825,"Jenkins, AWS, Docker","Communication, Time Management",Mathematics,"Jenkins, AWS, Docker",ENTJ,,Remote,"Jenkins, AWS, Docker",DevOps Engineer
76.85550407940906,5.3115686936536,3.9933709083650557,10.30751611174095,"Kubernetes, Jenkins, Docker","Leadership, Communication",Data Science,"Kubernetes, Jenkins, Docker",ISTJ,Google Certified,Remote,"Kubernetes, Jenkins, Docker",DevOps Engineer
79.2032706820607,3.0885625648907578,0.2722634556351703,4.750815298516357,"Jenkins, Linux, Docker, Kubernetes","Leadership, Adaptability, Creativity",Mathematics,"Jenkins, Linux, Docker, Kubernetes",ENFP,CompTIA Security+,On-Site,"Jenkins, Linux, Docker, Kubernetes",DevOps Engineer
84.24767800088463,4.812739283040745,3.3960391916090242,11.299727352461558,"Cryptography, Network Security, Ethical Hacking, Python","Communication, Teamwork, Critical Thinking",Mathematics,"Cryptography, Network Security, Ethical Hacking, Python",ISTP,CompTIA Security+,Remote,"Cryptography, Network Security, Ethical Hacking, Python",Cybersecurity Expert
88.33830396323462,4.8775264835949965,1.9174619820335166,3.39254070784704,"R, SQL, PyTorch","Creativity, Problem Solving, Leadership",Data Science,"R, SQL, PyTorch",ENFJ,CompTIA Security+,On-Site,"R, SQL, PyTorch",Data Scientist
84.14462286546728,3.9837752822776467,1.88833444593014,5.610132912584915,"TensorFlow, PyTorch","Teamwork, Critical Thinking",Computer Science,"TensorFlow, PyTorch",ENFP,Microsoft Certified,On-Site,"TensorFlow, PyTorch",AI Engineer
84.3537737102374,5.654120374950571,3.736234430462756,9.463628843132415,"SQL, R","Leadership, Critical Thinking, Adaptability",Information Technology,"SQL, R",INTJ,Microsoft Certified,Remote,"SQL, R",Data Scientist
73.92659661504784,2.6018178810499304,0.17589524602114734,9.516262698956291,"AWS, Kubernetes","Time Management, Critical Thinking",Physics,"AWS, Kubernetes",ENTP,,Hybrid,"AWS, Kubernetes",DevOps Engineer
87.60639952506907,1.2691526245422953,0.2409807722579189,2.389578463484642,"TensorFlow, SQL","Teamwork, Adaptability",Data Science,"TensorFlow, SQL",ENTJ,,Hybrid,"TensorFlow, SQL",Data Scientist
86.38679230982338,3.4161603793771755,3.3713948272034826,9.545693612057367,"SQL, TensorFlow, PyTorch","Critical Thinking, Communication, Teamwork",Mathematics,"SQL, TensorFlow, PyTorch",ENFJ,Cisco Certified,Hybrid,"SQL, TensorFlow, PyTorch",Data Scientist
77.38860510408144,2.609397508906918,0.0476869214116174,11.137218173203715,"Jenkins, AWS, Linux, Kubernetes","Time Management, Leadership, Teamwork",Data Science,"Jenkins, AWS, Linux, Kubernetes",ISTJ,,On-Site,"Jenkins, AWS, Linux, Kubernetes",DevOps Engineer
88.063145598436,5.222247888451846,4.386676531620311,6.0539055209014,"Cryptography, Python, Network Security","Leadership, Creativity, Time Management",Computer Science,"Cryptography, Python, Network Security",ENTP,Microsoft Certified,On-Site,"Cryptography, Python, Network Security",Cybersecurity Expert
88.9721895399943,1.9506438315935284,1.601966548187119,7.446308711071358,"R, TensorFlow","Communication, Adaptability",Physics,"R, TensorFlow",INTJ,Cisco Certified,Hybrid,"R, TensorFlow",Data Scientist
77.76761398949523,4.5185419354203535,3.9691589139071213,11.572651107161388,"Docker, Linux, Jenkins","Problem Solving, Leadership",Electronics Engineering,"Docker, Linux, Jenkins",INTP,,On-Site,"Docker, Linux, Jenkins",DevOps Engineer
86.21468677212853,2.10254393568324,0.3909922399853616,11.508186599164315,"PyTorch, Python","Adaptability, Leadership",Information Technology,"PyTorch, Python",INTJ,,On-Site,"PyTorch, Python",Data Scientist
93.48593242311215,2.960080423700184,0.4322339606696856,9.50451311654505,"Python, Computer Vision, NLP, TensorFlow","Problem Solving, Adaptability",Information Technology,"Python, Computer Vision, NLP, TensorFlow",ENFJ,Microsoft Certified,Hybrid,"Python, Computer Vision, NLP, TensorFlow",AI Engineer
77.61966454114139,5.311618166362799,1.2845521520885863,6.833977675215853,"Python, Network Security, Cryptography, Ethical Hacking","Time Management, Leadership",Data Science,"Python, Network Security, Cryptography, Ethical Hacking",ENTJ,Microsoft Certified,Hybrid,"Python, Network Security, Cryptography, Ethical Hacking",Cybersecurity Expert
86.6650602355813,3.065536988635721,0.6111009714916046,6.123664872746811,"TensorFlow, PyTorch, SQL, Python","Teamwork, Critical Thinking",Computer Science,"TensorFlow, PyTorch, SQL, Python",INTJ,CompTIA Security+,Remote,"TensorFlow, PyTorch, SQL, Python",Data Scientist
75.0,2.9863573642022985,0.7333019200738149,10.123261802470616,"TensorFlow, SQL","Adaptability, Teamwork, Critical Thinking",Electronics Engineering,"TensorFlow, SQL",ENFP,Microsoft Certified,Remote,"TensorFlow, SQL",Data Scientist
80.14878203848359,7.4154240578085995,2.4310592668211823,6.837069314517647,"C++, Python","Leadership, Adaptability, Time Management",Mathematics,"C++, Python",ENFJ,Cisco Certified,Remote,"C++, Python",Software Engineer
75.35468061549271,2.4355464473071704,1.187047445387133,9.222744517618368,"Linux, AWS, Kubernetes","Teamwork, Time Management",Computer Science,"Linux, AWS, Kubernetes",ENTP,AWS Certified,On-Site,"Linux, AWS, Kubernetes",DevOps Engineer
83.25564702979095,3.8162767583790513,3.0298761974528707,11.468930903169934,"AWS, Kubernetes, Docker, Linux","Adaptability, Problem Solving, Teamwork",Electronics Engineering,"AWS, Kubernetes, Docker, Linux",ENFJ,Cisco Certified,Hybrid,"AWS, Kubernetes, Docker, Linux",DevOps Engineer
83.9048409282376,3.1185188291238477,2.3369226981472284,7.911263719317232,"Cryptography, Python, Ethical Hacking","Critical Thinking, Leadership, Creativity",Mathematics,"Cryptography, Python, Ethical Hacking",INTP,,Hybrid,"Cryptography, Python, Ethical Hacking",Cybersecurity Expert
82.79883918686642,5.95095238333967,1.5006687863456467,7.807444093134327,"Python, JavaScript, Java","Adaptability, Problem Solving",Physics,"Python, JavaScript, Java",ENTJ,,On-Site,"Python, JavaScript, Java",Software Engineer
89.74761458980504,6.205194194752572,5.308860864458317,6.764619999841374,"Ethical Hacking, Cryptography, Python, Network Security","Communication, Creativity, Problem Solving",Data Science,"Ethical Hacking, Cryptography, Python, Network Security",ISTJ,Google Certified,On-Site,"Ethical Hacking, Cryptography, Python, Network Security",Cybersecurity Expert
81.76710725746058,2.4406721548834573,1.895910315652091,10.627928697492628,"Jenkins, Linux, Docker, Kubernetes","Adaptability, Teamwork",Electronics Engineering,"Jenkins, Linux, Docker, Kubernetes",ENFP,CompTIA Security+,Remote,"Jenkins, Linux, Docker, Kubernetes",DevOps Engineer
75.65306633968157,5.521676579785902,5.12741165280995,9.648691586543372,"Docker, AWS, Linux, Jenkins","Teamwork, Problem Solving",Mathematics,"Docker, AWS, Linux, Jenkins",ISTP,Google Certified,Remote,"Docker, AWS, Linux, Jenkins",DevOps Engineer
90.16537492299258,7.3901316510059925,4.306127334255739,4.116966309423996,"Python, Ethical Hacking","Teamwork, Leadership, Creativity",Information Technology,"Python, Ethical Hacking",ENTJ,Cisco Certified,Remote,"Python, Ethical Hacking",Cybersecurity Expert
90.05923541819708,3.1853354340708693,2.564750538518666,4.671992592288371,"Ethical Hacking, Cryptography","Communication, Problem Solving, Critical Thinking",Physics,"Ethical Hacking, Cryptography",ENFP,AWS Certified,Remote,"Ethical Hacking, Cryptography",Cybersecurity Expert
75.0,5.602679425512774,0.06724911394452718,7.528148757183491,"PyTorch, TensorFlow, Python","Creativity, Teamwork, Leadership",Physics,"PyTorch, TensorFlow, Python",INTJ,Cisco Certified,Hybrid,"PyTorch, TensorFlow, Python",Data Scientist
75.89851097731679,3.2767667511445073,2.7130857463343916,6.401946347635378,"Linux, Jenkins, AWS","Creativity, Leadership, Critical Thinking",Computer Science,"Linux, Jenkins, AWS",ISTJ,Microsoft Certified,Hybrid,"Linux, Jenkins, AWS",DevOps Engineer
90.41688940764766,7.025592558408465,2.4322382708054886,10.499227764618,"JavaScript, C++, Python","Critical Thinking, Adaptability",Computer Science,"JavaScript, C++, Python",ENFJ,CompTIA Security+,Remote,"JavaScript, C++, Python",Software Engineer
77.75968285678438,7.0890889896796825,4.85726309808665,5.610396253601879,"Python, Network Security, Cryptography","Problem Solving, Critical Thinking, Adaptability",Electronics Engineering,"Python, Network Security, Cryptography",INTP,,Hybrid,"Python, Network Security, Cryptography",Cybersecurity Expert
82.18177061635028,4.576525939971884,0.4684856179943533,8.014166301463824,"NLP, Python, TensorFlow","Communication, Critical Thinking",Physics,"NLP, Python, TensorFlow",ENFP,,Remote,"NLP, Python, TensorFlow",AI Engineer
84.02758562068891,4.686702484215906,0.8996380328000227,7.753875352353174,"PyTorch, Python","Communication, Leadership, Adaptability",Physics,"PyTorch, Python",ISTJ,,Remote,"PyTorch, Python",AI Engineer
87.8156772758413,2.242003112830712,0.7312747250683287,7.2170129513202115,"Network Security, Cryptography","Leadership, Communication, Teamwork",Information Technology,"Network Security, Cryptography",INTJ,Cisco Certified,Hybrid,"Network Security, Cryptography",Cybersecurity Expert
80.87956585067056,3.5090468483134685,0.13122779133039914,6.042922052047437,"NLP, Python","Teamwork, Problem Solving, Creativity",Mathematics,"NLP, Python",INTP,,Remote,"NLP, Python",AI Engineer
85.30446361340903,7.465653862847569,7.447125089249769,2.421863998278784,"C++, Java, JavaScript, Python","Communication, Time Management",Physics,"C++, Java, JavaScript, Python",INTJ,Cisco Certified,Hybrid,"C++, Java, JavaScript, Python",Software Engineer
78.73304414387923,5.773237381929053,3.69707006519417,10.654538054957374,"Cryptography, Python, Network Security, Ethical Hacking","Creativity, Problem Solving",Electronics Engineering,"Cryptography, Python, Network Security, Ethical Hacking",INTP,Cisco Certified,Hybrid,"Cryptography, Python, Network Security, Ethical Hacking",Cybersecurity Expert
81.20768518850065,4.216124780536594,2.798422208219718,4.064145532249265,"Python, Network Security, Cryptography, Ethical Hacking","Problem Solving, Time Management, Teamwork",Data Science,"Python, Network Security, Cryptography, Ethical Hacking",ENTP,AWS Certified,On-Site,"Python, Network Security, Cryptography, Ethical Hacking",Cybersecurity Expert
77.6486160803208,5.097077798340179,1.3069571506894617,14.14171366387875,"C++, Python, Java, SQL","Adaptability, Critical Thinking, Time Management",Mathematics,"C++, Python, Java, SQL",ENTP,,Hybrid,"C++, Python, Java, SQL",Software Engineer
88.97369608527653,7.181846314502937,7.158930340537314,6.8417249591558065,"Cryptography, Network Security, Ethical Hacking, Python","Creativity, Communication",Physics,"Cryptography, Network Security, Ethical Hacking, Python",ENFP,CompTIA Security+,Remote,"Cryptography, Network Security, Ethical Hacking, Python",Cybersecurity Expert
87.89840602361188,4.285847893924807,3.676647974775433,5.963740617005826,"Java, Python, JavaScript","Creativity, Leadership, Problem Solving",Information Technology,"Java, Python, JavaScript",ISTJ,Microsoft Certified,Hybrid,"Java, Python, JavaScript",Software Engineer
